County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Hardin County,Kentucky,76.7576725790934,21,093,93.2
Harlan County,Kentucky,69.8040928214318,21,095,90.2
Harrison County,Kentucky,74.01784084432,21,097,89.5
Hart County,Kentucky,74.5273724620217,21,099,87.7
Henderson County,Kentucky,75.5696844373218,21,101,93.3
Henry County,Kentucky,74.4806506833053,21,103,90.6
Hickman County,Kentucky,76.1122453565231,21,105,91.6
Hopkins County,Kentucky,73.9809925873242,21,107,90.4
Jackson County,Kentucky,72.3067164530153,21,109,90.2
Jefferson County,Kentucky,75.8611881500278,21,111,92.9
Jessamine County,Kentucky,76.9857584065302,21,113,92.6
Johnson County,Kentucky,72.1496529653505,21,115,92.9
Kenton County,Kentucky,75.8197236888713,21,117,92.9
Knott County,Kentucky,71.6847998623049,21,119,90.6
Knox County,Kentucky,72.0589315159246,21,121,89.6
Larue County,Kentucky,75.1756362148199,21,123,92.3
Laurel County,Kentucky,74.3741796464688,21,125,91.7
Lawrence County,Kentucky,71.5495128530174,21,127,89.2
Lee County,Kentucky,70.7339224174525,21,129,93.0
Leslie County,Kentucky,69.8710534328241,21,131,90.7
Letcher County,Kentucky,70.9868655984605,21,133,92.0
Lewis County,Kentucky,72.8184507240136,21,135,90.8
Lincoln County,Kentucky,74.1691940960378,21,137,88.2
Livingston County,Kentucky,74.5642752384381,21,139,94.5
Logan County,Kentucky,75.2153627590409,21,141,90.4
Lyon County,Kentucky,76.023565601507,21,143,91.4
McCracken County,Kentucky,75.891595871494,21,145,93.2
McCreary County,Kentucky,71.5380944781471,21,147,91.9
McLean County,Kentucky,74.543316521358,21,149,91.9
Madison County,Kentucky,76.3724215973693,21,151,93.1
Magoffin County,Kentucky,71.5414319772871,21,153,92.9
Marion County,Kentucky,75.4108346411277,21,155,91.8
Marshall County,Kentucky,75.3758972330103,21,157,94.2
Martin County,Kentucky,71.8722724073635,21,159,87.6
Mason County,Kentucky,73.6966694554166,21,161,90.9
Meade County,Kentucky,76.3193840199752,21,163,92.2
Menifee County,Kentucky,73.5933363146866,21,165,94.0
Mercer County,Kentucky,74.5994011920089,21,167,92.4
Metcalfe County,Kentucky,73.7449401547919,21,169,90.1
Monroe County,Kentucky,72.7874034181665,21,171,90.2
Montgomery County,Kentucky,74.2667936811196,21,173,90.0
Morgan County,Kentucky,74.8982583143211,21,175,93.4
Muhlenberg County,Kentucky,74.3114309786504,21,177,91.7
Nelson County,Kentucky,76.2476922920368,21,179,93.9
Nicholas County,Kentucky,72.041334726532,21,181,88.4
Ohio County,Kentucky,74.9765912318302,21,183,92.3
Oldham County,Kentucky,79.3028347030904,21,185,96.2
Owen County,Kentucky,75.0634976779946,21,187,92.7
Owsley County,Kentucky,69.3205771145881,21,189,92.9
Pendleton County,Kentucky,73.8626246292855,21,191,93.5
Perry County,Kentucky,68.6554429827254,21,193,91.2
Pike County,Kentucky,71.8265250745669,21,195,92.4
Powell County,Kentucky,70.0713723654983,21,197,91.3
Pulaski County,Kentucky,73.7920437809626,21,199,92.5
Robertson County,Kentucky,73.6900784289473,21,201,92.1
Rockcastle County,Kentucky,73.5969028884271,21,203,94.2
Rowan County,Kentucky,74.9238027278143,21,205,91.8
Russell County,Kentucky,73.9105117952019,21,207,89.4
Scott County,Kentucky,76.9299466803277,21,209,92.2
Shelby County,Kentucky,78.0122960424419,21,211,90.0
Simpson County,Kentucky,74.6275190554539,21,213,90.7
Spencer County,Kentucky,77.3030321501648,21,215,94.1
Taylor County,Kentucky,75.1539187128359,21,217,90.6
Todd County,Kentucky,74.8456161721076,21,219,82.3
Trigg County,Kentucky,75.9419758951303,21,221,88.2
Trimble County,Kentucky,74.4105811986752,21,223,92.6
Union County,Kentucky,74.0353958740985,21,225,92.6
Warren County,Kentucky,76.9046897173168,21,227,92.5
Washington County,Kentucky,76.2558604433231,21,229,91.0
Wayne County,Kentucky,75.5508495249673,21,231,90.0
Webster County,Kentucky,73.9645722885221,21,233,91.1
Whitley County,Kentucky,71.0290042519955,21,235,91.9
Wolfe County,Kentucky,69.9249750577052,21,237,92.0
Woodford County,Kentucky,77.4357246729705,21,239,92.4
Acadia Parish,Louisiana,73.9999754497315,22,001,86.5
Allen Parish,Louisiana,75.2938619597064,22,003,89.0
Ascension Parish,Louisiana,78.1400214289107,22,005,91.5
Assumption Parish,Louisiana,76.2048620601144,22,007,87.1
Avoyelles Parish,Louisiana,73.383250032882,22,009,86.2
Beauregard Parish,Louisiana,74.7453508149396,22,011,85.2
Bienville Parish,Louisiana,73.1552575951714,22,013,85.3
Bossier Parish,Louisiana,76.9019549744133,22,015,90.0
Caddo Parish,Louisiana,74.0892417589714,22,017,87.7
Calcasieu Parish,Louisiana,74.7195012336518,22,019,87.5
Caldwell Parish,Louisiana,73.172974150298,22,021,81.0
Cameron Parish,Louisiana,78.6142837672468,22,023,89.5
Catahoula Parish,Louisiana,72.2914391978936,22,025,79.5
Claiborne Parish,Louisiana,75.0410473299127,22,027,86.8
Concordia Parish,Louisiana,72.8393410308841,22,029,75.9
De Soto Parish,Louisiana,74.5830462907065,22,031,87.1
East Baton Rouge Parish,Louisiana,75.6287801572283,22,033,89.3
East Carroll Parish,Louisiana,71.2711490673257,22,035,85.7
East Feliciana Parish,Louisiana,72.6744411427321,22,037,88.2
Evangeline Parish,Louisiana,72.898015645593,22,039,87.8
Franklin Parish,Louisiana,73.1412850404843,22,041,83.1
Grant Parish,Louisiana,74.4717742079639,22,043,89.3
Iberia Parish,Louisiana,74.3020596431098,22,045,86.1
Iberville Parish,Louisiana,74.7368865887369,22,047,89.1
Jackson Parish,Louisiana,74.9586061926645,22,049,87.9
Jefferson Parish,Louisiana,76.7515066559683,22,051,86.3
Jefferson Davis Parish,Louisiana,73.6446757398576,22,053,89.0
Lafayette Parish,Louisiana,77.7881501766723,22,055,87.6
Lafourche Parish,Louisiana,76.5125738414607,22,057,87.8
LaSalle Parish,Louisiana,74.338445111795,22,059,87.5
Lincoln Parish,Louisiana,76.9879291582876,22,061,87.6
Livingston Parish,Louisiana,75.8628748912791,22,063,88.5
Madison Parish,Louisiana,71.7069148556603,22,065,73.4
Morehouse Parish,Louisiana,71.8105513770585,22,067,86.6
Natchitoches Parish,Louisiana,74.2776101577801,22,069,86.3
Orleans Parish,Louisiana,76.0745049208213,22,071,87.6
Ouachita Parish,Louisiana,74.521021721566,22,073,87.0
Plaquemines Parish,Louisiana,77.0521429634431,22,075,89.1
Pointe Coupee Parish,Louisiana,75.2229229356683,22,077,85.9
Rapides Parish,Louisiana,73.8140071390589,22,079,87.9
Red River Parish,Louisiana,73.5351452891995,22,081,86.8
Richland Parish,Louisiana,73.6606520539197,22,083,79.5
Sabine Parish,Louisiana,75.0158059018257,22,085,86.0
Saint Bernard Parish,Louisiana,74.5665902137119,22,087,87.6
Saint Charles Parish,Louisiana,76.9251362926224,22,089,89.9
Saint Helena Parish,Louisiana,74.0229547528418,22,091,82.4
Saint James Parish,Louisiana,76.3671650940778,22,093,86.7
Saint John the Baptist Parish,Louisiana,74.6477944497544,22,095,87.3
Saint Landry Parish,Louisiana,72.531267637827,22,097,87.4
Saint Martin Parish,Louisiana,75.4370241604488,22,099,87.0
Saint Mary Parish,Louisiana,74.4792916479934,22,101,86.6
Saint Tammany Parish,Louisiana,77.8280585745834,22,103,89.7
Tangipahoa Parish,Louisiana,74.1844298289299,22,105,86.9
Tensas Parish,Louisiana,73.9093637502654,22,107,75.5
Terrebonne Parish,Louisiana,75.0133713474946,22,109,85.5
Union Parish,Louisiana,74.8131985540207,22,111,85.5
Vermilion Parish,Louisiana,76.3874843279442,22,113,87.7
Vernon Parish,Louisiana,74.6974077814184,22,115,89.2
Washington Parish,Louisiana,72.1215364641443,22,117,84.6
Webster Parish,Louisiana,73.5601117120773,22,119,86.4
West Baton Rouge Parish,Louisiana,76.5948475100227,22,121,89.6
West Carroll Parish,Louisiana,74.2181518393564,22,123,76.8
West Feliciana Parish,Louisiana,76.9155464188706,22,125,93.4
Winn Parish,Louisiana,74.3820209350033,22,127,85.3
Androscoggin County,Maine,77.220361186627,23,001,91.3
Aroostook County,Maine,78.0602019451522,23,003,91.0
Cumberland County,Maine,80.0647447522546,23,005,93.1
Franklin County,Maine,78.1138288380044,23,007,89.9
Hancock County,Maine,79.1739267645802,23,009,87.5
Kennebec County,Maine,77.9917372269149,23,011,92.2
Knox County,Maine,78.8385057474004,23,013,89.1
Lincoln County,Maine,79.4427461737673,23,015,88.9
Oxford County,Maine,77.8658543412625,23,017,89.6
Penobscot County,Maine,77.681599449285,23,019,89.7
Piscataquis County,Maine,76.7312703182003,23,021,87.7
Sagadahoc County,Maine,79.7663212770084,23,023,93.0
Somerset County,Maine,76.6534851388324,23,025,88.7
Waldo County,Maine,78.7244527205402,23,027,88.9
Washington County,Maine,76.0867017251121,23,029,87.4
York County,Maine,79.2594629976227,23,031,91.6
Allegany County,Maryland,76.4574082090383,24,001,94.1
Anne Arundel County,Maryland,79.1395334082719,24,003,94.6
Baltimore County,Maryland,78.2377312364355,24,005,93.3
Calvert County,Maryland,79.2426384753014,24,009,94.7
Caroline County,Maryland,76.1239394226819,24,011,91.7
Carroll County,Maryland,78.7180042495561,24,013,96.3
Cecil County,Maryland,76.0571235520906,24,015,94.5
Charles County,Maryland,78.6004729581799,24,017,95.9
Dorchester County,Maryland,76.5099830190935,24,019,94.4
Frederick County,Maryland,80.1712646505144,24,021,94.7
Garrett County,Maryland,78.0071575169985,24,023,92.5
Harford County,Maryland,78.8209386983286,24,025,96.1
Howard County,Maryland,82.713381318342,24,027,95.2
Kent County,Maryland,78.5977865777154,24,029,93.7
Queen Anne's County,Maryland,79.500887085098,24,035,95.0
Saint Mary's County,Maryland,78.5788652210215,24,037,94.2
Somerset County,Maryland,76.2943960109268,24,039,91.3
Talbot County,Maryland,80.7226857430427,24,041,93.8
Washington County,Maryland,77.0675186362717,24,043,93.0
Wicomico County,Maryland,76.5490721595539,24,045,91.7
Worcester County,Maryland,79.0249334117204,24,047,92.6
Baltimore City,Maryland,72.5981949363835,24,510,92.0
Montgomery County,Maryland,81.7818741974575,24,031,91.6
Prince George's County,Maryland,81.7818741974575,24,033,88.1
Barnstable County,Massachusetts,79.5390778971791,25,001,96.8
Berkshire County,Massachusetts,79.0372299533914,25,003,97.1
Bristol County,Massachusetts,78.6671970723895,25,005,96.8
Dukes County,Massachusetts,81.5256106703457,25,007,96.8
Essex County,Massachusetts,80.1041400719582,25,009,96.7
Franklin County,Massachusetts,79.805945718457,25,011,97.4
Hampden County,Massachusetts,78.1952854231563,25,013,96.7
Hampshire County,Massachusetts,80.8431215083583,25,015,97.4
Middlesex County,Massachusetts,81.9203354159173,25,017,97.2
Nantucket County,Massachusetts,82.0888104208856,25,019,94.5
Norfolk County,Massachusetts,81.4283240272686,25,021,97.9
Plymouth County,Massachusetts,79.4438854824017,25,023,97.4
Suffolk County,Massachusetts,80.9396144828445,25,025,95.9
Worcester County,Massachusetts,79.1880872560798,25,027,97.2
Alcona County,Michigan,77.0052823950556,26,001,91.7
Alger County,Michigan,78.6862012912841,26,003,90.8
Allegan County,Michigan,78.7975466026192,26,005,93.9
Alpena County,Michigan,77.4560466979785,26,007,92.4
Antrim County,Michigan,79.6766839744595,26,009,92.1
Arenac County,Michigan,76.1967589757264,26,011,91.6
Baraga County,Michigan,76.8873561787283,26,013,93.2
Barry County,Michigan,79.1331583166265,26,015,94.2
Bay County,Michigan,77.0496129370567,26,017,93.6
Benzie County,Michigan,79.456989098494,26,019,91.6
Berrien County,Michigan,77.5006782008534,26,021,91.3
Branch County,Michigan,76.9915176169195,26,023,89.1
Calhoun County,Michigan,75.9009162690028,26,025,93.1
Cass County,Michigan,78.0298434132201,26,027,91.3
Charlevoix County,Michigan,79.6108909774323,26,029,92.7
Cheboygan County,Michigan,78.4850350703013,26,031,90.0
Chippewa County,Michigan,78.5276518796495,26,033,91.3
Clare County,Michigan,75.2550338793183,26,035,87.7
Clinton County,Michigan,80.6847859301858,26,037,95.9
Crawford County,Michigan,77.1006569574605,26,039,93.1
Delta County,Michigan,78.9360870707223,26,041,92.5
Dickinson County,Michigan,79.0715605141201,26,043,92.3
Eaton County,Michigan,79.1477189307036,26,045,93.9
Emmet County,Michigan,79.441373537655,26,047,91.3
Genesee County,Michigan,75.4497378928283,26,049,93.4
Gladwin County,Michigan,76.7633002832859,26,051,88.6
Gogebic County,Michigan,78.3443075401727,26,053,89.4
Grand Traverse County,Michigan,80.1122017725861,26,055,92.6
Gratiot County,Michigan,77.4069279344736,26,057,92.9
Hillsdale County,Michigan,77.5650022568284,26,059,91.1
Houghton County,Michigan,78.6091787985362,26,061,92.0
Huron County,Michigan,77.3539797366361,26,063,92.4
Ingham County,Michigan,78.4704403627334,26,065,93.2
Ionia County,Michigan,78.2791719348228,26,067,93.4
Iosco County,Michigan,75.937527035144,26,069,91.2
Iron County,Michigan,77.9417961553393,26,071,91.8
Isabella County,Michigan,78.8679671416514,26,073,90.5
Jackson County,Michigan,77.0016081285966,26,075,92.6
Kalamazoo County,Michigan,79.0389402550301,26,077,93.0
Kalkaska County,Michigan,76.1983944565943,26,079,89.1
Kent County,Michigan,79.827844906421,26,081,92.6
Keweenaw County,Michigan,80.4041860663772,26,083,89.1
Lake County,Michigan,76.7841306175317,26,085,91.2
Lapeer County,Michigan,77.6665058645764,26,087,93.1
Leelanau County,Michigan,82.563534806091,26,089,94.0
Lenawee County,Michigan,77.8774764530282,26,091,92.8
Livingston County,Michigan,80.3460114558161,26,093,95.4
Luce County,Michigan,78.2315649753422,26,095,91.0
Mackinac County,Michigan,78.1559547165445,26,097,87.7
Macomb County,Michigan,77.8830241581285,26,099,93.2
Manistee County,Michigan,78.0037986323839,26,101,91.7
Marquette County,Michigan,78.6443543553626,26,103,93.5
Mason County,Michigan,78.3117229293455,26,105,92.0
Mecosta County,Michigan,78.5775814635207,26,107,93.1
Menominee County,Michigan,78.947482306,26,109,93.7
Midland County,Michigan,80.3729804964049,26,111,94.5
Missaukee County,Michigan,77.6685375589106,26,113,90.6
Monroe County,Michigan,77.6678940405487,26,115,94.2
Montcalm County,Michigan,77.5377767396328,26,117,91.0
Montmorency County,Michigan,76.3855476411589,26,119,90.8
Muskegon County,Michigan,77.1727267285521,26,121,93.5
Newaygo County,Michigan,77.7149571550696,26,123,92.2
Oakland County,Michigan,80.1373115782248,26,125,94.2
Oceana County,Michigan,78.502177998997,26,127,90.1
Ogemaw County,Michigan,75.4318599857492,26,129,91.3
Ontonagon County,Michigan,77.4287246512689,26,131,86.8
Osceola County,Michigan,77.8752203267029,26,133,88.5
Oscoda County,Michigan,75.8001091217612,26,135,85.4
Otsego County,Michigan,78.0755147820713,26,137,92.6
Ottawa County,Michigan,81.5927998648034,26,139,95.2
Presque Isle County,Michigan,78.3733357299585,26,141,90.5
Roscommon County,Michigan,76.0354374103833,26,143,91.0
Saginaw County,Michigan,77.0731016040925,26,145,93.4
Saint Clair County,Michigan,76.8519883881222,26,147,93.3
Saint Joseph County,Michigan,76.696188156707,26,149,90.9
Sanilac County,Michigan,77.3408094123848,26,151,88.8
Schoolcraft County,Michigan,78.0578410232322,26,153,91.9
Shiawassee County,Michigan,77.2865906490684,26,155,92.4
Tuscola County,Michigan,77.1469134278346,26,157,92.6
Van Buren County,Michigan,77.4180803016211,26,159,90.2
Washtenaw County,Michigan,81.2180103538333,26,161,95.3
Wayne County,Michigan,75.2581858729629,26,163,91.2
Wexford County,Michigan,77.2981272465639,26,165,89.7
Aitkin County,Minnesota,79.2616833097267,27,001,95.4
Anoka County,Minnesota,81.1392780136697,27,003,95.2
Becker County,Minnesota,78.1101357352779,27,005,92.3
Beltrami County,Minnesota,77.7157616650518,27,007,89.5
Benton County,Minnesota,78.7910756708181,27,009,94.9
Big Stone County,Minnesota,78.6998764296323,27,011,94.7
Blue Earth County,Minnesota,80.5241677068064,27,013,95.7
Brown County,Minnesota,80.3859888657297,27,015,95.5
Carlton County,Minnesota,77.8684775760807,27,017,95.0
Carver County,Minnesota,82.8457716123719,27,019,96.5
Cass County,Minnesota,78.0655502027616,27,021,92.6
Chippewa County,Minnesota,79.5094602904037,27,023,93.1
Chisago County,Minnesota,79.8014348465334,27,025,95.4
Clay County,Minnesota,79.6432218361586,27,027,94.9
Clearwater County,Minnesota,77.4327623217404,27,029,90.5
Cook County,Minnesota,82.0048335720744,27,031,91.7
Cottonwood County,Minnesota,80.294810160774,27,033,94.8
Crow Wing County,Minnesota,79.5169616342591,27,035,94.2
Dakota County,Minnesota,81.8220149945981,27,037,95.4
Dodge County,Minnesota,80.6369193941376,27,039,95.4
Douglas County,Minnesota,80.3066048731763,27,041,96.5
Faribault County,Minnesota,79.1346907224433,27,043,93.9
Fillmore County,Minnesota,80.5515892292852,27,045,90.9
Freeborn County,Minnesota,79.8414527161033,27,047,93.3
Goodhue County,Minnesota,79.8595234274292,27,049,93.6
Grant County,Minnesota,79.520972656314,27,051,94.6
Hennepin County,Minnesota,80.8923103245979,27,053,93.9
Houston County,Minnesota,81.2882099712718,27,055,95.6
Hubbard County,Minnesota,80.2279788084441,27,057,93.5
Isanti County,Minnesota,79.6692990898641,27,059,95.1
Itasca County,Minnesota,78.5131825644256,27,061,93.0
Jackson County,Minnesota,81.3208972987281,27,063,96.9
Kanabec County,Minnesota,79.4281234192726,27,065,94.1
Kandiyohi County,Minnesota,80.9063870759591,27,067,94.4
Kittson County,Minnesota,78.5542308455233,27,069,94.8
Koochiching County,Minnesota,78.6273088934289,27,071,95.1
Lac qui Parle County,Minnesota,81.065649008396,27,073,96.7
Lake County,Minnesota,79.4984383937906,27,075,95.4
Lake of the Woods County,Minnesota,78.9712869910566,27,077,96.1
Le Sueur County,Minnesota,80.7995516260673,27,079,95.5
Lincoln County,Minnesota,79.8343394354466,27,081,94.2
Lyon County,Minnesota,80.2103189684499,27,083,94.4
McLeod County,Minnesota,80.5822001745395,27,085,95.2
Mahnomen County,Minnesota,74.8336101812383,27,087,85.1
Marshall County,Minnesota,81.7587548831387,27,089,94.4
Martin County,Minnesota,80.0284552861737,27,091,93.9
Meeker County,Minnesota,80.0670548291021,27,093,94.2
Mille Lacs County,Minnesota,77.1567561408896,27,095,93.4
Morrison County,Minnesota,79.6317773317138,27,097,94.7
Mower County,Minnesota,80.6657795132965,27,099,92.9
Murray County,Minnesota,81.0731117813567,27,101,95.2
Nicollet County,Minnesota,81.6407871921553,27,103,96.4
Nobles County,Minnesota,81.0586225517669,27,105,91.2
Norman County,Minnesota,77.1889893663221,27,107,93.1
Olmsted County,Minnesota,82.1552516045247,27,109,95.3
Otter Tail County,Minnesota,79.9696832679194,27,111,94.5
Pennington County,Minnesota,79.4942505456764,27,113,96.5
Pine County,Minnesota,78.9146802784558,27,115,92.3
Pipestone County,Minnesota,79.7973472009901,27,117,93.3
Polk County,Minnesota,78.1070333472276,27,119,94.3
Pope County,Minnesota,80.2826570468123,27,121,95.5
Ramsey County,Minnesota,79.6694505589469,27,123,93.5
Red Lake County,Minnesota,79.9103807653632,27,125,94.5
Redwood County,Minnesota,79.3113994955765,27,127,93.4
Renville County,Minnesota,78.6843108344412,27,129,94.0
Rice County,Minnesota,80.6295928889956,27,131,94.7
Rock County,Minnesota,79.1718051920885,27,133,93.2
Roseau County,Minnesota,79.5946065189053,27,135,96.1
Saint Louis County,Minnesota,78.7612123546069,27,137,95.1
Scott County,Minnesota,81.9866171250905,27,139,95.4
Sherburne County,Minnesota,80.3805068998322,27,141,96.9
Sibley County,Minnesota,80.5782548377096,27,143,94.9
Stearns County,Minnesota,81.9904098733389,27,145,95.6
Steele County,Minnesota,81.1610349718229,27,147,96.1
Stevens County,Minnesota,81.8098591826067,27,149,97.7
Swift County,Minnesota,80.0698738551496,27,151,95.2
Todd County,Minnesota,80.9157736558278,27,153,89.6
Traverse County,Minnesota,78.9876151741354,27,155,96.4
Wabasha County,Minnesota,81.8238531557157,27,157,95.3
Wadena County,Minnesota,76.6363226081507,27,159,93.6
Waseca County,Minnesota,80.6390839616165,27,161,95.9
Washington County,Minnesota,81.813781357859,27,163,96.4
Watonwan County,Minnesota,79.9568954747274,27,165,85.9
Wilkin County,Minnesota,78.5150969502267,27,167,94.2
Winona County,Minnesota,80.5357025564087,27,169,93.5
Wright County,Minnesota,80.8066969849497,27,171,96.3
Yellow Medicine County,Minnesota,79.9415801369744,27,173,93.0
Adams County,Mississippi,73.0608562882492,28,001,83.7
Alcorn County,Mississippi,73.3505353393099,28,003,84.5
Amite County,Mississippi,75.3910725487681,28,005,84.9
Attala County,Mississippi,72.805394184376,28,007,88.5
Benton County,Mississippi,73.5301365735074,28,009,82.5
Bolivar County,Mississippi,71.0762211519525,28,011,82.5
Calhoun County,Mississippi,73.9641131092755,28,013,86.0
Carroll County,Mississippi,76.0260083846934,28,015,90.2
Chickasaw County,Mississippi,74.5873999395152,28,017,85.7
Choctaw County,Mississippi,75.3334822066582,28,019,91.1
Claiborne County,Mississippi,72.2531180506981,28,021,84.4
Clarke County,Mississippi,73.342627857558,28,023,90.1
Clay County,Mississippi,74.7462237256067,28,025,86.9
Coahoma County,Mississippi,70.1906157324008,28,027,86.0
Copiah County,Mississippi,73.9966976935304,28,029,85.0
Covington County,Mississippi,72.5880196306984,28,031,84.3
DeSoto County,Mississippi,76.6794321904568,28,033,89.8
Forrest County,Mississippi,73.7332292045041,28,035,84.6
Franklin County,Mississippi,74.1100767980855,28,037,84.6
George County,Mississippi,72.3672687286948,28,039,84.5
Greene County,Mississippi,74.5484878154853,28,041,84.4
Grenada County,Mississippi,71.353894547333,28,043,87.1
Hancock County,Mississippi,76.246813617772,28,045,83.6
Harrison County,Mississippi,74.5786615473572,28,047,83.1
Hinds County,Mississippi,74.8750106107149,28,049,86.5
Holmes County,Mississippi,70.8431734751582,28,051,80.9
Humphreys County,Mississippi,71.6841000912992,28,053,82.1
Issaquena County,Mississippi,73.6136306122577,28,055,86.2
Itawamba County,Mississippi,73.7424683903062,28,057,88.3
Jackson County,Mississippi,75.3128105730287,28,059,85.4
Jasper County,Mississippi,74.2910305658162,28,061,86.7
Jefferson County,Mississippi,72.689880296866,28,063,88.3
Jefferson Davis County,Mississippi,72.489005097922,28,065,82.0
Jones County,Mississippi,74.3747111153202,28,067,87.7
Kemper County,Mississippi,75.9055915737949,28,069,88.6
Lafayette County,Mississippi,77.3465663911233,28,071,89.7
Lamar County,Mississippi,78.3119451705558,28,073,87.5
Lauderdale County,Mississippi,74.3142186463745,28,075,86.7
Lawrence County,Mississippi,73.0182128937996,28,077,83.6
Leake County,Mississippi,73.8209876959739,28,079,83.9
Lee County,Mississippi,74.3497617163344,28,081,88.1
Leflore County,Mississippi,70.9186274275444,28,083,84.1
Lincoln County,Mississippi,73.4430021565852,28,085,86.6
Lowndes County,Mississippi,74.916652954213,28,087,86.9
Madison County,Mississippi,75.4025831376784,28,089,92.1
Marion County,Mississippi,71.7144498464038,28,091,83.8
Marshall County,Mississippi,73.3256885581918,28,093,83.2
Monroe County,Mississippi,74.8414542801705,28,095,88.8
Montgomery County,Mississippi,72.9864741402993,28,097,91.1
Neshoba County,Mississippi,71.0667161615236,28,099,86.5
Newton County,Mississippi,73.3814139310264,28,101,88.0
Noxubee County,Mississippi,74.2250822953941,28,103,85.8
Oktibbeha County,Mississippi,77.6279992782176,28,105,89.0
Panola County,Mississippi,72.4202562324254,28,107,85.4
Pearl River County,Mississippi,74.0341216811759,28,109,84.7
Perry County,Mississippi,73.7672706512147,28,111,82.7
Pike County,Mississippi,71.8840983530055,28,113,85.8
Pontotoc County,Mississippi,76.1852044418433,28,115,82.1
Prentiss County,Mississippi,74.0360726996079,28,117,86.1
Quitman County,Mississippi,70.1935616428145,28,119,78.6
Rankin County,Mississippi,78.377978755344,28,121,90.2
Scott County,Mississippi,73.7736070591126,28,123,83.3
Sharkey County,Mississippi,71.9376042149017,28,125,81.7
Simpson County,Mississippi,73.532840232522,28,127,85.3
Smith County,Mississippi,74.8479859096662,28,129,87.7
Stone County,Mississippi,73.7774756952029,28,131,87.4
Sunflower County,Mississippi,70.6839874683612,28,133,82.1
Tallahatchie County,Mississippi,72.9303593427516,28,135,87.7
Tate County,Mississippi,74.5522365006285,28,137,87.7
Tippah County,Mississippi,73.2544252186087,28,139,88.7
Tishomingo County,Mississippi,72.3206300234417,28,141,85.5
Tunica County,Mississippi,70.5194849511801,28,143,84.4
Union County,Mississippi,75.3355759758246,28,145,87.5
Walthall County,Mississippi,73.5584059198276,28,147,79.7
Warren County,Mississippi,73.6814403064106,28,149,85.3
Washington County,Mississippi,70.7749959140637,28,151,81.2
Wayne County,Mississippi,74.6612919839401,28,153,88.2
Webster County,Mississippi,72.3855963624167,28,155,86.9
Wilkinson County,Mississippi,71.5034544609628,28,157,81.4
Winston County,Mississippi,74.0695920128204,28,159,87.8
Yalobusha County,Mississippi,72.2999605452242,28,161,87.3
Yazoo County,Mississippi,73.2756738910349,28,163,85.8
Adair County,Missouri,77.4368641875169,29,001,92.0
Andrew County,Missouri,78.8479037322724,29,003,93.0
Atchison County,Missouri,77.5544227294247,29,005,89.3
Audrain County,Missouri,76.3141519215107,29,007,88.6
Barry County,Missouri,75.6329956321462,29,009,83.7
Barton County,Missouri,77.0428070020365,29,011,88.6
Bates County,Missouri,76.0127251195747,29,013,89.8
Benton County,Missouri,75.9188509462703,29,015,87.4
Bollinger County,Missouri,76.0949557517719,29,017,89.6
Boone County,Missouri,79.6841170572811,29,019,92.6
Buchanan County,Missouri,76.1394873951461,29,021,89.5
Butler County,Missouri,73.3306255820332,29,023,87.7
Caldwell County,Missouri,76.8245885130729,29,025,90.6
Callaway County,Missouri,77.2834832719989,29,027,91.1
Camden County,Missouri,78.9748062382415,29,029,86.0
Cape Girardeau County,Missouri,77.6556577398242,29,031,91.4
Carroll County,Missouri,76.4130061963677,29,033,89.0
Carter County,Missouri,73.6145869296406,29,035,80.8
Cass County,Missouri,78.2965269578781,29,037,92.5
Cedar County,Missouri,75.2483157309263,29,039,85.3
Chariton County,Missouri,78.5567561126019,29,041,92.8
Christian County,Missouri,79.066808688661,29,043,90.2
Clark County,Missouri,76.7423559527894,29,045,85.4
Clay County,Missouri,79.2640796347556,29,047,91.7
Clinton County,Missouri,76.2103739121877,29,049,90.4
Cole County,Missouri,78.6718935526162,29,051,90.7
Cooper County,Missouri,77.4455271409324,29,053,91.4
Crawford County,Missouri,74.6636031101479,29,055,83.4
Dade County,Missouri,75.6866345095531,29,057,84.9
Dallas County,Missouri,75.8661861593595,29,059,79.6
Daviess County,Missouri,77.2827618942041,29,061,81.9
DeKalb County,Missouri,78.1158695280235,29,063,92.5
Dent County,Missouri,75.4762098076057,29,065,81.8
Douglas County,Missouri,76.2044437790229,29,067,84.7
Dunklin County,Missouri,71.7046208083948,29,069,84.9
Franklin County,Missouri,76.5919727117857,29,071,91.8
Gasconade County,Missouri,76.5619519775557,29,073,93.6
Gentry County,Missouri,77.2676607379027,29,075,90.5
Greene County,Missouri,77.0930843808252,29,077,88.3
Grundy County,Missouri,77.0190125969577,29,079,84.0
Harrison County,Missouri,77.4209282284649,29,081,85.8
Henry County,Missouri,75.1406824445626,29,083,88.1
Hickory County,Missouri,76.4028937976095,29,085,84.2
Holt County,Missouri,78.849287335293,29,087,90.6
Howard County,Missouri,77.9648674539284,29,089,91.5
Howell County,Missouri,74.7555165370642,29,091,87.7
Iron County,Missouri,72.8010802661979,29,093,85.1
Jackson County,Missouri,76.9580665319386,29,095,87.4
Jasper County,Missouri,75.9003120461814,29,097,86.9
Jefferson County,Missouri,76.024076474587,29,099,91.1
Johnson County,Missouri,77.9738620097951,29,101,90.6
Knox County,Missouri,76.7958214823764,29,103,80.1
